lon,lat,value
121.32,22.39,28.5
121.35,22.39,28.7
121.38,22.39,28.9
121.41,22.39,28.4
121.44,22.39,26.8
121.47,22.39,27.8
121.5,22.39,27.7
121.53,22.39,28.4
121.56,22.39,26.6
121.59,22.39,25.9
121.62,22.39,26.5
121.65,22.39,26.5
121.68,22.39,26.5
121.71,22.39,26.5
121.74,22.39,25.5
121.77,22.39,22.7
121.8,22.39,24.3
121.83,22.39,23.2
121.86,22.39,25.9
121.02,22.36,27.6
121.05,22.36,27.8
121.08,22.36,27.7
121.11,22.36,27.7
121.14,22.36,27.7
121.17,22.36,29.1
121.2,22.36,28.1
121.23,22.36,28.0
121.26,22.36,28.1
121.29,22.36,28.0
121.32,22.36,28.0
121.35,22.36,28.1
121.38,22.36,28.6
121.41,22.36,28.5
121.44,22.36,28.2
121.47,22.36,28.3
121.5,22.36,28.3
121.53,22.36,28.3
121.56,22.36,28.2
121.59,22.36,27.4
121.62,22.36,25.7
121.65,22.36,26.8
121.68,22.36,25.9
121.71,22.36,22.6
121.74,22.36,25.3
121.77,22.36,25.2
121.8,22.36,24.2
121.83,22.36,24.1
121.86,22.36,25.7
121.89,22.36,25.8
121.05,22.33,27.9
121.08,22.33,28.1
121.11,22.33,27.9
121.14,22.33,27.9
121.17,22.33,28.0
121.2,22.33,28.1
121.23,22.33,28.2
121.26,22.33,28.2
121.29,22.33,28.1
121.32,22.33,28.3
121.35,22.33,27.5
121.38,22.33,27.4
121.41,22.33,28.5
121.44,22.33,28.7
121.47,22.33,28.3
121.5,22.33,28.2
121.53,22.33,28.1
121.56,22.33,27.8
121.59,22.33,27.5
121.62,22.33,27.5
121.65,22.33,25.8
121.68,22.33,26.3
121.71,22.33,25.3
121.74,22.33,24.8
121.77,22.33,25.1
121.8,22.33,25.4
121.83,22.33,26.3
121.86,22.33,26.8
121.89,22.33,27.1
121.92,22.33,26.4
121.95,22.33,26.4
121.98,22.33,26.7
121.05,22.3,28.0
121.08,22.3,28.2
121.11,22.3,28.3
121.14,22.3,28.1
121.17,22.3,28.2
121.2,22.3,28.4
121.23,22.3,28.3
121.26,22.3,27.7
121.29,22.3,28.3
121.32,22.3,27.4
121.35,22.3,26.9
121.38,22.3,26.4
121.41,22.3,28.4
121.44,22.3,28.3
121.47,22.3,28.1
121.5,22.3,28.0
121.53,22.3,25.7
121.56,22.3,27.9
121.59,22.3,27.9
121.62,22.3,27.9
121.65,22.3,26.3
121.68,22.3,25.4
121.71,22.3,25.4
121.74,22.3,26.2
121.77,22.3,26.3
121.8,22.3,26.7
121.83,22.3,27.3
121.86,22.3,27.1
121.89,22.3,27.3
121.92,22.3,27.0
121.14,22.27,28.4
121.17,22.27,28.4
121.2,22.27,28.4
121.23,22.27,28.4
121.26,22.27,28.3
121.29,22.27,28.3
121.32,22.27,27.4
121.35,22.27,26.8
121.38,22.27,26.7
121.41,22.27,28.2
121.44,22.27,27.6
121.47,22.27,28.0
121.5,22.27,28.2
121.53,22.27,27.8
121.56,22.27,27.9
121.59,22.27,27.9
121.62,22.27,28.0
121.65,22.27,28.6
121.68,22.27,27.9
121.71,22.27,26.5
121.74,22.27,26.3
121.77,22.27,25.7
121.8,22.27,26.8
121.83,22.27,26.0
121.86,22.27,26.7
121.89,22.27,26.5
121.2,22.24,28.3
121.23,22.24,28.3
121.26,22.24,27.7
121.29,22.24,28.3
121.32,22.24,27.3
121.35,22.24,27.3
121.38,22.24,26.4
121.41,22.24,27.4
121.44,22.24,28.0
121.47,22.24,27.7
121.5,22.24,27.9
121.53,22.24,27.9
121.56,22.24,28.0
121.59,22.24,27.9
121.62,22.24,27.9
121.65,22.24,27.6
121.68,22.24,28.8
121.71,22.24,30.0
121.74,22.24,27.6
121.77,22.24,27.2
121.8,22.24,25.3
121.83,22.24,26.8
121.86,22.24,24.8
121.89,22.24,25.9
121.38,22.21,27.7
121.41,22.21,27.4
121.44,22.21,27.3
121.47,22.21,27.8
121.5,22.21,27.8
121.53,22.21,28.2
121.56,22.21,26.7
121.59,22.21,25.6
121.62,22.21,27.1
121.65,22.21,27.4
121.68,22.21,26.6
121.71,22.21,27.7
121.74,22.21,27.7
121.77,22.21,27.3
121.8,22.21,25.9
121.41,22.18,28.1
121.44,22.18,27.9
121.47,22.18,27.2
121.5,22.18,27.8
121.53,22.18,26.6
121.56,22.18,24.3
121.59,22.18,22.6
121.62,22.18,25.5
121.65,22.18,25.9
121.68,22.18,26.8
121.71,22.18,25.8
121.74,22.18,27.5
121.44,22.15,27.8
121.47,22.15,27.1
121.5,22.15,24.3
121.53,22.15,21.2
121.56,22.15,23.3
121.59,22.15,25.0
121.62,22.15,24.7
121.65,22.15,25.8
121.68,22.15,27.4
121.47,22.12,27.3
121.5,22.12,26.2
121.53,22.12,25.8
121.56,22.12,22.1
121.59,22.12,27.1
121.62,22.12,27.4
121.47,22.09,27.4
121.5,22.09,26.9
121.53,22.09,25.8
121.56,22.09,25.7
121.59,22.09,24.9
121.62,22.09,27.2
121.53,22.06,26.9
121.56,22.06,24.3
121.59,22.06,24.1
